time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z
6820.58,-0.0003734173,-0.0002501557,0.0007246237,-0.00351636,-0.002906515,0.002942089,-0.1327409,-0.1965182,0.2122069,88.05972,227.1672,173.5446,
6834.328,-0.0007776642,9.177999E-05,0.0007192193,-0.001937277,0.0002411474,0.002762912,-0.1327708,-0.1965119,0.2122024,88.06306,227.044,173.4236,
6848.287,-0.0007740032,0.0001415625,0.0003419716,0.0007055242,-0.0005694039,-0.001138281,-0.1327692,-0.1965155,0.2121854,88.06629,227.2724,173.652,
6862.208,-0.001032079,0.0001117874,0.0003853056,0.0005754189,0.002125894,0.001132694,-0.132778,-0.1965226,0.212183,88.06781,227.0787,173.4606,
6876.158,-0.001044719,-0.000322552,7.167825E-05,0.0009330796,0.003253935,-0.001190337,-0.1327832,-0.1965398,0.2121714,88.07349,227.1109,173.4904,
6890.306,-0.0009150693,0.0001067225,2.324246E-06,0.003712056,0.0004095451,-0.001670256,-0.1327797,-0.1965273,0.2121682,88.07369,227.3313,173.7145,
6904.316,-0.0009003936,0.0002770643,5.615421E-05,0.003267815,0.0001043781,-0.00481403,-0.1327833,-0.1965176,0.21217,88.07878,227.504,173.8833,
6917.775,-0.0007226952,8.344692E-05,8.373068E-05,0.002879002,-0.0007565806,-0.004314759,-0.132774,-0.1965259,0.2121673,88.08,227.6014,173.9804,
6931.895,-0.0009023169,3.264501E-05,-4.008776E-06,0.00352317,0.003651699,-0.003046483,-0.1327745,-0.1965297,0.2121586,88.08869,227.4622,173.8441,
6946.014,-0.0006975515,-0.000219248,0.0002042847,-0.000259309,0.0009530235,-0.001514337,-0.1327642,-0.196545,0.2121581,88.08122,227.4417,173.819,
6960.022,-0.0007094506,9.643704E-05,0.0003891648,-0.0002593319,0.0009529698,-0.001514367,-0.1327689,-0.1965411,0.2121587,88.08215,227.4596,173.8367,
6973.797,-0.0007979593,0.0001115899,0.0003251769,0.0006225897,0.0008992405,-0.0009185538,-0.132776,-0.1965418,0.2121549,88.08306,227.477,173.8563,
6987.984,-0.0005862396,0.000107362,0.0003275577,-0.001422716,-0.001619117,-1.343901E-05,-0.1327669,-0.1965489,0.2121524,88.07633,227.4953,173.872,
7001.921,-0.0006244531,-0.0002577992,0.0004320524,-0.00367823,4.3532E-05,0.003385323,-0.1327648,-0.1965701,0.2121519,88.07137,227.2047,173.5814,
7015.397,-0.0006964924,-0.0002792651,0.000358483,-0.00232869,-0.0006381116,0.003257186,-0.1327759,-0.1965761,0.2121437,88.06873,227.2225,173.6004,
7029.489,-0.0005038826,0.0001438134,0.0003039558,-0.001287671,-0.003658835,0.003405327,-0.1327796,-0.1965619,0.2121337,88.06235,227.3407,173.7208,
7043.343,-0.0006058271,-0.0002457338,0.000184277,-0.000979109,-0.001320816,0.003128636,-0.1327867,-0.1965804,0.212121,88.06367,227.2671,173.647,
7057.086,-0.0005390217,-0.0002425537,9.790425E-05,-0.001861835,-0.001271233,0.002531813,-0.1327836,-0.1965886,0.2121133,88.06114,227.2528,173.6305,
7071.244,-0.0006021785,-0.0005832059,-0.0002163768,-0.0001531204,-0.0008198381,8.184998E-05,-0.1327882,-0.196612,0.2120952,88.06528,227.339,173.7159,
7085.373,-0.0009400197,-0.0003174011,-0.0002350441,0.001038128,0.001472203,0.0004026671,-0.1328051,-0.1966091,0.212082,88.06994,227.2535,173.6328,
7099.16,-0.001217993,-0.0005356661,-0.0003781412,0.00170487,0.004945646,-0.002196482,-0.1328229,-0.196621,0.2120638,88.08031,227.253,173.6304,
7112.704,-0.0008840701,-0.0004630826,-0.0003566189,0.0006210318,0.0008893841,-0.0009193187,-0.1328204,-0.1966221,0.2120512,88.0742,227.3738,173.7514,
7126.886,-0.0009454771,-0.0006429352,-0.0005858216,0.002745832,0.001922022,-0.002048336,-0.1328309,-0.196632,0.212029,88.08092,227.4692,173.8488,
7140.872,-0.0009918563,-0.000415913,-0.0003947024,0.001812436,0.003177412,-0.0005994806,-0.13283,-0.1966274,0.2120213,88.08215,227.3544,173.7342,
7154.759,-0.0006719325,-0.0002625273,-0.0003134728,0.00155581,-0.0003749377,-0.002368809,-0.1328096,-0.196623,0.2120151,88.0799,227.6012,173.9792,
7168.954,-0.0003926343,-0.0001497993,-0.0002944785,0.001714413,-0.003346693,-0.0028162,-0.1327933,-0.196622,0.2120094,88.07695,227.7897,174.1677,
7182.627,-0.0004150238,-0.000318063,-8.097201E-05,-0.001036626,-0.0007824153,-0.0005150511,-0.1327833,-0.1966317,0.2120132,88.07583,227.5394,173.9154,
7196.39,-0.0005296114,-0.0004223559,0.00010234,-0.002824947,0.0002508012,0.002159337,-0.1327787,-0.1966412,0.2120175,88.07187,227.3187,173.6942,
7210.378,-0.0006059537,-0.0002517521,4.65865E-06,-0.001088041,0.0004262547,0.001531635,-0.1327779,-0.1966386,0.212012,88.07207,227.3373,173.7146,
7224.494,-0.0003331628,-0.0002408841,8.547143E-05,-0.001238328,-0.004886474,0.00135945,-0.1327692,-0.1966404,0.2120127,88.06205,227.5366,173.9135,
7238.223,-0.0005637486,-0.000192274,6.63239E-05,-0.002357919,-0.0003810752,0.001435783,-0.1327804,-0.196641,0.2120096,88.06569,227.3049,173.6799,
7252.19,-0.0004678625,-0.0005328264,-0.0001861063,-0.001862746,-0.001286708,0.002532811,-0.1327855,-0.1966549,0.2119944,88.06205,227.2777,173.6545,
7265.99,-0.0005837454,-0.0002728383,-0.0002987293,-0.000620653,-0.0002043571,0.0008073086,-0.1327975,-0.1966504,0.2119834,88.06548,227.3038,173.6799,
7280.009,-0.0007649829,-0.0001667427,-0.0003370144,0.0002326838,1.936403E-05,-0.0004175024,-0.132808,-0.1966484,0.2119714,88.06771,227.3693,173.7457,
7293.861,-0.0009380466,-0.0003280057,-0.0004760812,0.001007779,0.001731213,-0.001418529,-0.1328173,-0.1966577,0.2119523,88.07329,227.3908,173.7675,
7308.126,-0.0009716902,-0.0002121338,-0.0007009684,0.0009291579,0.003214329,-0.00119281,-0.1328242,-0.1966555,0.2119318,88.07664,227.3434,173.7209,
7322.056,-0.0007990566,-0.0004344327,-0.0007568458,0.0006211406,0.0008726496,-0.0009164042,-0.1328156,-0.1966684,0.2119198,88.07471,227.4349,173.8123,
7335.776,-0.0008443333,4.166338E-05,-0.0006327025,0.001037671,0.001450214,0.0004044057,-0.1328108,-0.1966517,0.2119146,88.07583,227.3934,173.7732,
7349.655,-0.0006154303,-6.545543E-05,-0.0008165052,0.002022546,-0.001020195,-0.003090756,-0.1327978,-0.1966486,0.2118951,88.07817,227.7127,174.0906,
7363.728,-0.0006170624,8.724878E-05,-0.0006726337,0.0001262429,0.001774686,-0.00201482,-0.132792,-0.196637,0.2118882,88.08051,227.5592,173.9355,
7377.225,-0.0004242606,-9.673713E-05,-0.0005769017,-0.00235897,-0.0003887869,0.001436671,-0.1327882,-0.1966411,0.2118808,88.07156,227.4318,173.8082,
7391.417,-0.0005523009,6.26487E-05,-0.0005141322,-0.001088655,0.000417716,0.001532862,-0.1327965,-0.1966351,0.2118726,88.07329,227.3905,173.7682,
7405.336,-0.0004101298,9.376586E-05,-0.0005450891,-0.0005434835,-0.001701104,0.0005833168,-0.1327935,-0.1966304,0.2118634,88.07045,227.5154,173.8933,
7418.872,-0.000217327,4.163655E-05,-0.0005472972,-0.0009312155,-0.002556972,0.001083795,-0.132775,-0.1966299,0.211861,88.06589,227.5443,173.9219,
7433.052,-0.0002869789,-9.985302E-05,-0.0004125769,-0.002826771,0.0002373883,0.002160681,-0.1327647,-0.1966318,0.2118643,88.06487,227.3156,173.691,
7447.143,0.0001604424,-0.0001700046,-0.0005405094,-0.001243886,-0.004900715,0.001358002,-0.1327331,-0.1966358,0.211864,88.05599,227.5546,173.9315,
7461.062,-0.000113111,-3.474124E-07,-0.0002589673,-0.002363283,-0.0003943678,0.001434557,-0.1327258,-0.1966306,0.2118797,88.05993,227.3152,173.6895,
7474.983,-9.126655E-05,3.736998E-05,-0.0003893235,-0.001043197,-0.0007978575,-0.0005142021,-0.1327172,-0.1966261,0.2118758,88.06165,227.4464,173.8209,
7489.173,-0.0001601538,0.0001948888,-0.0006318922,0.001497999,0.0008145958,-0.0003216949,-0.1327174,-0.1966149,0.2118664,88.06589,227.447,173.8255,
7503.071,-0.0001437346,-0.000162758,-0.0006896998,0.001002614,0.001720184,-0.001418943,-0.132714,-0.1966228,0.2118625,88.06873,227.4311,173.8075,
7516.567,-0.0001915819,8.486503E-05,-0.0005319258,0.001002298,0.001718305,-0.001418845,-0.1327054,-0.1966148,0.2118654,88.07066,227.4431,173.8192,
7530.702,-3.930867E-05,0.0001370077,-0.000500942,0.00193587,0.0004584651,-0.002868392,-0.1326852,-0.1966099,0.2118663,88.07329,227.6134,173.9895,
7544.824,-8.393352E-05,0.0001138072,-0.0005945175,0.003593078,0.002119695,-0.00327065,-0.1326817,-0.1966095,0.2118648,88.08051,227.6544,174.033,
7558.53,5.850035E-05,3.05936E-05,-0.0003343232,-0.0007646506,0.001815636,-0.002610331,-0.1326787,-0.1966104,0.2118731,88.07807,227.5605,173.9329,
7572.684,0.0001494325,-0.0002544829,-0.000429768,0.001080824,0.0002337441,-0.001639828,-0.1326774,-0.1966244,0.2118683,88.07899,227.6386,174.0149,
7586.438,0.0001301344,0.0001257766,-0.0003589119,0.002430752,-0.0004454431,-0.001767355,-0.1326821,-0.1966142,0.211871,88.08102,227.7127,174.0916,
7600.279,0.0002219512,0.0003123729,-0.0002394274,0.002043252,-0.001301326,-0.001266586,-0.1326813,-0.1966065,0.2118786,88.07929,227.7418,174.121,
7613.916,0.0003497725,0.0001515413,0.0002418628,-0.002336033,-0.0006700201,0.003260845,-0.1326679,-0.1966066,0.2119004,88.07024,227.4488,173.8261,
7628.02,0.000389886,-5.551507E-05,0.0002588381,-0.002802899,-4.06219E-05,0.003985513,-0.132654,-0.1966101,0.2119081,88.06751,227.3424,173.7194,
7642.183,0.0005384728,0.000220822,0.0004391174,-0.004461247,-0.00170258,0.004388378,-0.1326381,-0.1965958,0.2119237,88.05892,227.2922,173.6667,
7655.926,0.0004451292,5.853636E-05,0.0006029519,-0.005839183,-0.0007472599,0.002695253,-0.1326342,-0.1965944,0.2119389,88.0567,227.2441,173.6133,
7670.046,0.0003440389,0.0002630614,0.0004970151,-0.002802433,-4.049577E-05,0.003986111,-0.1326315,-0.1965811,0.2119453,88.0556,227.2088,173.5841,
7684.167,0.0002299409,-3.865628E-05,0.000383929,-0.002909981,0.001721335,0.002389148,-0.1326287,-0.1965907,0.2119552,88.0568,227.1438,173.5171,
7697.791,0.0003683589,0.0002126947,0.00026349,-0.001093779,0.0004124793,0.001535674,-0.1326175,-0.1965837,0.2119633,88.0556,227.2138,173.5888,
7711.797,0.0003538266,0.0003866238,1.645369E-05,0.002897596,-0.00107281,-0.002491925,-0.1326146,-0.1965738,0.2119632,88.06215,227.4957,173.8727,
7725.829,-7.4683E-05,0.0001503807,0.0001277273,0.002631555,0.003660388,-0.003640773,-0.132629,-0.1965762,0.2119745,88.07278,227.3844,173.7589,
7739.679,9.485382E-05,0.0002171734,-3.319339E-06,0.003207754,0.00126965,-0.002765275,-0.1326251,-0.1965687,0.2119742,88.07258,227.5014,173.879,
7753.21,1.442766E-05,-0.0001200279,-0.0001859101,0.001720584,0.003985185,-0.006057949,-0.132629,-0.1965805,0.211963,88.08337,227.5374,173.9083,
7767.268,2.826433E-05,0.0003470072,-0.0003480843,0.005303883,0.002577083,-0.005716801,-0.1326305,-0.1965633,0.211952,88.08869,227.7055,174.0827,
7781.051,7.130187E-05,4.487587E-05,-2.777734E-05,0.004527505,0.0008655154,-0.004714785,-0.1326211,-0.1965727,0.2119633,88.08869,227.7982,174.176,
7794.816,9.702142E-05,0.0002299488,6.567074E-05,0.004060444,0.001495425,-0.00399051,-0.1326117,-0.1965659,0.211969,88.09166,227.8249,174.2034,
7809.132,0.0001507001,-3.26756E-05,0.0003448716,-0.0007345576,0.001547321,-0.0007832879,-0.1326043,-0.196575,0.2119833,88.08664,227.6199,173.9946,
7823.14,0.0002984606,0.0002630591,0.0004482171,-0.001480766,-0.0004393907,0.002040454,-0.1325961,-0.1965663,0.2119928,88.0796,227.5493,173.9257,
7836.922,0.0002935326,0.0004807986,0.0006071674,-0.001867375,-0.001294804,0.002540819,-0.1325928,-0.1965539,0.2120073,88.07552,227.513,173.8898,
7850.852,0.0002767111,0.0001356408,0.0008296109,-0.004071455,-0.0008424722,0.003893828,-0.1325888,-0.1965636,0.212029,88.06913,227.3473,173.7211,
7864.789,0.0003223713,0.0003882733,0.0007341582,-0.002693606,-0.001797581,0.005587602,-0.1325823,-0.1965505,0.21204,88.06285,227.295,173.6732,
7878.714,0.00031994,0.0001060662,0.0006986505,-0.005313666,-0.001926714,0.005619535,-0.1325774,-0.1965623,0.2120498,88.05479,227.1483,173.5214,
7893.021,0.0001290444,0.0004370429,0.000767032,-0.004617341,0.001270306,0.004844098,-0.13258,-0.1965548,0.2120615,88.05579,226.9739,173.346,
7906.857,0.0002770752,0.0003015574,0.0005447437,-0.002280985,-0.001877631,0.001220105,-0.1325708,-0.196558,0.2120614,88.05358,227.247,173.6189,
7920.55,3.538157E-05,0.000253803,0.0004144194,-0.0002854286,0.001849624,0.002362798,-0.1325748,-0.1965587,0.21206,88.05932,227.103,173.4792,
7934.295,0.0001160319,0.0001440233,3.539501E-05,0.0001559488,0.001497881,-0.0001819477,-0.1325685,-0.1965609,0.212045,88.06225,227.212,173.5865,
7948.274,7.958876E-05,-2.540218E-06,-0.0002848973,0.002668187,0.0033867,-0.001811314,-0.132574,-0.1965657,0.2120229,88.07137,227.2471,173.6232,
7962.136,8.555065E-05,0.000315825,-0.0002617335,0.002302574,0.001596225,-0.005179762,-0.1325782,-0.1965504,0.2120112,88.07523,227.4713,173.8435,
7976.05,0.0001028187,0.0001365646,-0.0005184916,0.00538993,0.001091313,-0.005934458,-0.132576,-0.1965545,0.211991,88.08235,227.7164,174.0933,
7990.222,3.855434E-05,0.0003252417,-0.0005041326,0.005339105,0.002302105,-0.003888386,-0.1325754,-0.1965472,0.2119807,88.08675,227.6778,174.0582,
8004.238,3.911527E-05,3.370532E-05,-0.0003669446,0.001784725,0.003434168,-0.002407829,-0.1325734,-0.1965558,0.2119769,88.08879,227.5268,173.903,
8017.681,0.0002262842,0.0002045481,-0.0002985096,0.003214636,0.001269377,-0.002759004,-0.1325592,-0.1965518,0.2119808,88.09054,227.6705,174.048,
8031.877,9.766333E-05,0.0002130997,9.528673E-05,0.001892927,0.001673483,-0.0008093225,-0.1325549,-0.1965508,0.2120007,88.08961,227.5565,173.9344,
8045.89,0.0003688903,0.0003605175,0.0001100925,0.0004240506,-0.003236015,0.0009721026,-0.1325462,-0.1965484,0.2120039,88.07828,227.6696,174.0482,
8059.911,0.0004596337,0.0002218588,0.0003882156,-0.005254816,-0.003137274,0.003581026,-0.1325458,-0.1965557,0.2120151,88.06812,227.3932,173.7653,
8073.652,0.0003866442,6.749276E-05,0.0005793897,-0.005693515,-0.002785117,0.006127576,-0.1325472,-0.1965647,0.2120276,88.06063,227.1668,173.5405,
8087.622,0.0002424152,0.0002964218,0.0007042799,-0.00398468,-0.002331921,0.003677392,-0.1325467,-0.196557,0.2120417,88.06053,227.2187,173.5919,
8101.557,0.0003959054,0.0003835903,0.0004961077,-0.001702094,-0.004270077,0.002099583,-0.1325356,-0.1965524,0.2120444,88.0565,227.3924,173.768,
8115.059,-2.253538E-05,-0.0001247202,0.0005437785,-0.003832549,0.00298016,0.003852095,-0.1325468,-0.1965709,0.2120479,88.06003,226.9421,173.3154,
8129.206,0.0001507479,2.055113E-05,0.0004774385,-0.004140765,0.0006384408,0.004127551,-0.1325382,-0.1965691,0.2120456,88.05338,226.9256,173.2984,
8143.376,0.0003379071,0.0005081649,0.0002399049,-7.148436E-05,-0.002334062,-0.0001265259,-0.1325188,-0.1965537,0.212041,88.05519,227.264,173.6386,
8157.119,0.0003221066,0.0002473419,5.498099E-05,0.003403253,-0.001981342,-0.001383025,-0.1325029,-0.1965638,0.2120421,88.06043,227.4248,173.8039,
8171.254,0.0001677083,0.0002098985,-4.238644E-05,0.002830209,0.0004116046,-0.00225453,-0.132501,-0.1965667,0.212043,88.06619,227.3925,173.7703,
8185.306,0.0002926367,6.83172E-05,-0.0002258902,0.001918575,0.0007368721,-0.004673403,-0.132503,-0.1965736,0.2120336,88.07137,227.4795,173.8535,
8198.96,6.072513E-05,9.395838E-05,-0.00026558,0.004904293,0.002654614,-0.001336726,-0.1325175,-0.1965765,0.2120287,88.07745,227.3617,173.7438,
8212.889,0.0002804487,-1.349465E-05,-0.0001497024,0.005500287,-0.0006728874,-0.004334079,-0.1325046,-0.196583,0.2120257,88.0799,227.6913,174.0717,
8226.863,4.400319E-05,-0.0001263804,0.0001148848,0.002641056,0.003657397,-0.003631419,-0.1325042,-0.1965937,0.2120282,88.08746,227.505,173.8814,
8240.774,0.0004069477,0.0001751115,7.366665E-05,0.001588976,-0.0006682057,-0.0005315978,-0.132491,-0.1965855,0.2120182,88.0795,227.57,173.9494,
8254.659,0.0003442594,-0.000197013,0.0001626952,-0.001606362,0.001594823,-0.001373837,-0.1325038,-0.1966015,0.2120112,88.08246,227.4218,173.7942,
8268.902,0.0004218737,3.131253E-05,0.0004122246,-0.001498201,-0.0001660654,0.0002242924,-0.1325073,-0.1965959,0.2120143,88.07787,227.4078,173.7823,
8282.544,0.0003998788,2.832E-05,0.0004172736,-0.0005049601,-0.001972912,0.002421383,-0.1325168,-0.1965945,0.2120135,88.07156,227.4104,173.7899,
8296.254,0.0003751164,0.000398463,0.0005354107,-0.003563719,-0.001746911,0.004999149,-0.1325281,-0.1965768,0.2120159,88.06427,227.22,173.5979,
8310.255,0.0004692025,2.687277E-05,0.0002926688,-0.003978728,-0.002328512,0.003678705,-0.1325236,-0.1965861,0.2120113,88.06114,227.2106,173.5863,
8324.287,0.0004496678,0.0002773204,0.0004720547,-0.004366555,-0.003184718,0.004178677,-0.1325146,-0.1965759,0.2120263,88.05499,227.1443,173.5191,
8338.015,0.0001846886,0.0002673691,0.0002532937,-0.001385692,-0.001924845,0.001826152,-0.132521,-0.1965727,0.2120251,88.05841,227.2013,173.5785,
8352.304,0.0001698429,0.000290753,8.327461E-05,-0.000531255,-0.001698387,0.0006010275,-0.1325306,-0.1965725,0.2120181,88.05862,227.2479,173.6249,
8366.147,6.598135E-05,0.0001566682,-8.677106E-05,-0.0006101888,-0.0002128288,0.0008256827,-0.1325444,-0.196577,0.212009,88.05952,227.1526,173.5298,
8379.827,0.0004400046,0.0001292276,-0.0002865244,0.0004807365,-0.004443867,-0.001072176,-0.1325297,-0.1965797,0.211999,88.05569,227.4041,173.78,
8393.63,9.849975E-05,0.0003002416,-0.0001317808,0.001953274,0.0004656325,-0.002848562,-0.1325406,-0.1965733,0.2119999,88.06781,227.3265,173.702,
8407.92,7.059561E-05,0.0003955663,-0.0001961445,0.003663805,0.0009196748,-0.005298859,-0.1325441,-0.1965663,0.2119909,88.07633,227.5126,173.8884,
8421.95,-6.698112E-05,0.0003772643,-0.0002941011,0.004387791,0.003841823,-0.004253995,-0.1325564,-0.1965606,0.2119772,88.08562,227.4521,173.8307,
8435.652,2.031912E-05,-8.131916E-06,-0.0001743784,0.001269666,0.004619987,-0.005320455,-0.1325598,-0.19657,0.2119708,88.08931,227.4383,173.8108,
8449.55,0.0001220863,0.0004957153,-0.0001762601,0.003690913,0.000644954,-0.003476444,-0.1325677,-0.1965497,0.2119661,88.08726,227.6239,174.0025,
8463.633,5.518693E-05,-0.0001145796,0.0003212054,-0.0001713285,-0.0005645436,-0.001719241,-0.1325821,-0.1965694,0.2119811,88.08246,227.5578,173.9321,
8477.11,4.646196E-06,0.001159763,0.0004378511,0.001625312,-0.0009402708,0.001298966,-0.1325869,-0.1965173,0.2119956,88.08011,227.5337,173.9163,
8491.34,0.0002604112,4.53771E-05,0.0005716914,-0.003894892,-0.003812636,0.003459874,-0.1325755,-0.1965563,0.2120177,88.06589,227.4266,173.8029,
8505.554,6.079466E-05,0.0003802638,0.0007087069,-0.004879908,-0.001344844,0.006954799,-0.1325807,-0.1965426,0.2120403,88.06084,227.0817,173.4604,
8519.007,-2.40783E-05,0.0002357732,0.001011272,-0.007496534,-0.00147171,0.006987717,-0.132593,-0.1965529,0.2120602,88.05227,226.9404,173.3139,
8532.747,-4.414709E-06,0.0007503449,0.0008417486,-0.004747391,-0.004038529,0.004684325,-0.1326036,-0.1965321,0.2120643,88.04797,227.1152,173.4907,
8546.686,-0.0001080771,0.0006576094,0.0005479436,-0.003088697,-0.00237845,0.004279872,-0.1326045,-0.1965308,0.2120608,88.04797,227.0379,173.416,
8560.704,-0.0001281673,-0.0001996236,0.0004504324,-0.005894487,0.0007422453,0.0029407,-0.132599,-0.1965622,0.212062,88.04846,226.8197,173.1896,
8574.689,3.600174E-06,0.0007344335,-5.320332E-05,0.0003280453,-0.00147493,-0.0006201307,-0.1325867,-0.1965276,0.2120448,88.05328,227.1353,173.5115,
8588.804,-7.004897E-05,0.0002769196,-0.0002843637,0.002891359,-0.0007961025,-0.004295396,-0.1325779,-0.1965452,0.2120356,88.06225,227.3528,173.7286,
8602.772,-0.000224213,0.0004370144,-0.0004423725,0.005739439,0.003159662,-0.004376845,-0.1325745,-0.1965401,0.2120259,88.07542,227.3369,173.7178,
8616.58,-0.0002432325,-7.26303E-05,-0.000793029,0.004748052,0.004970161,-0.006572522,-0.132591,-0.1965556,0.2119964,88.08521,227.41,173.7873,
8630.668,-0.0005070779,0.0001759203,-0.0006696214,0.004667653,0.00645573,-0.006349342,-0.1326188,-0.1965471,0.2119808,88.09422,227.4098,173.7869,
8644.849,-0.0003685809,0.0003242593,-0.0005616656,0.006205994,0.002529287,-0.00510104,-0.1326193,-0.1965381,0.2119737,88.09505,227.6435,174.0253,
8658.532,-0.0002305136,0.0003208479,-0.0002976136,0.005043865,-3.854721E-05,-0.003598382,-0.1326141,-0.1965365,0.211977,88.09341,227.7794,174.1622,
8672.604,-0.0001929691,0.0004976486,0.0001150071,0.0002481999,1.277127E-05,-0.0003923568,-0.1326133,-0.196525,0.2119899,88.08849,227.604,173.984,
8686.33,-5.622693E-05,-4.573434E-05,0.0004781154,-0.00408096,-0.0005673684,0.002089348,-0.1326106,-0.1965472,0.2120071,88.08051,227.4273,173.8024,
8700.283,-8.967624E-05,0.0008742104,0.0005667945,-0.001792653,-0.001846149,0.006202393,-0.1326134,-0.1965137,0.2120178,88.07349,227.3209,173.7053,
8713.811,4.712851E-05,0.0003260734,0.0008342427,-0.006513028,-0.003939971,0.003494528,-0.1326122,-0.1965285,0.2120369,88.06396,227.3156,173.6886,
8727.855,-1.077423E-05,0.0006621743,0.0009581911,-0.006069207,-0.003636484,0.006636971,-0.1326199,-0.1965156,0.212051,88.0556,227.119,173.4957,
8742.058,-4.758689E-05,0.0001450927,0.0008522935,-0.008767163,-0.002280401,0.006893109,-0.1326284,-0.1965361,0.2120538,88.04816,226.8381,173.2101,
8755.813,-8.359685E-05,0.0003177423,0.0007158503,-0.007446086,-0.00268283,0.004942955,-0.1326336,-0.1965357,0.2120509,88.04456,226.8305,173.2005,
8770,-0.0002525232,0.0006099623,0.0004829801,-0.002621844,-0.003007986,0.003558461,-0.1326455,-0.1965223,0.2120442,88.04505,226.9454,173.3215,
8783.706,-0.0004890689,-8.596591E-05,0.0002124064,-0.0001370859,-0.0008422432,0.0001086087,-0.1326725,-0.1965453,0.2120378,88.05218,227.0549,173.4309,
8797.365,-0.0006959185,0.0002699867,-0.0002067983,0.002763686,0.001902396,-0.00202009,-0.1327005,-0.196531,0.212022,88.06245,227.1241,173.5033,
8811.395,-0.0007862022,-0.0002290329,-0.0004507203,0.001744059,0.003988666,-0.006037169,-0.1327112,-0.1965541,0.212008,88.07339,227.186,173.5584,
8825.478,-0.000689483,0.0004373708,-0.0006227113,0.007143911,0.001269757,-0.006548916,-0.132708,-0.1965363,0.2119944,88.0799,227.5159,173.8967,
8839.35,-0.0008470374,-7.681566E-05,-0.0006154536,0.007918527,0.002978356,-0.007551591,-0.1327126,-0.1965597,0.2119861,88.09135,227.6229,174.0044,
8852.924,-0.0006369717,2.309359E-05,-0.0005419011,0.007531125,0.002121942,-0.007050908,-0.1327052,-0.1965659,0.2119803,88.09659,227.7571,174.1393,
8867.053,-0.000545486,-0.0001225055,-0.0003635414,0.004004452,0.002979954,-0.003749029,-0.1326991,-0.1965785,0.21198,88.09648,227.5869,173.9677,
8881.12,-0.0003799186,-0.0002574495,1.441405E-05,0.0006354345,0.0008619842,-0.0008944647,-0.1326828,-0.196592,0.2119939,88.09013,227.5128,173.8908,
8894.875,-0.0003979009,0.0001785848,0.0002397554,0.002013576,-9.169121E-05,0.0008004823,-0.1326706,-0.1965813,0.2120074,88.08849,227.5299,173.9126,
8909.165,-0.0002006266,1.786004E-05,0.0005914732,-0.001766931,-0.002788303,0.002334927,-0.132659,-0.1965899,0.2120278,88.07766,227.5002,173.8791,
8923.135,-0.0001761923,0.0002879047,0.0009842338,-0.006147548,-0.002159381,0.006861789,-0.1326626,-0.1965829,0.2120512,88.06609,227.1549,173.5324,
8936.894,-0.0001162979,9.862734E-05,0.0008485131,-0.007448304,-0.002690122,0.004943346,-0.1326644,-0.1965911,0.2120578,88.06063,227.0955,173.4679,
8950.791,-0.0001150625,0.0003417192,0.0009770447,-0.00560407,-0.004275215,0.005911374,-0.1326637,-0.1965797,0.2120742,88.05167,227.0432,173.4184,
8964.734,-0.0001972338,0.0001464261,0.001020947,-0.005216417,-0.003419368,0.005411027,-0.1326665,-0.1965813,0.2120872,88.04756,226.9671,173.3422,
8978.256,-0.0001677292,5.866951E-05,0.0006514488,-0.003426434,-0.004453082,0.002736063,-0.1326578,-0.1965845,0.2120846,88.04536,227.0984,173.4738,
8992.483,-0.0004645332,-0.0002239549,0.0006357584,-0.004595502,0.001261097,0.004861845,-0.1326565,-0.1965957,0.212092,88.04655,226.6994,173.0751,
9006.486,-0.0004501937,-0.0001977517,0.000103825,0.0006669678,0.0005821881,0.00092919,-0.1326495,-0.1965983,0.212076,88.05308,226.958,173.3372,
9020.513,-0.0006078917,0.0001205307,-8.862053E-05,0.00455156,0.0008582103,-0.004696409,-0.1326627,-0.1965908,0.2120619,88.06518,227.2699,173.6492,
9034.317,-0.0007777255,-0.0003143261,-0.0001916485,0.005822396,0.001664111,-0.004599817,-0.132678,-0.1966112,0.2120488,88.07187,227.3595,173.7415,
9048.22,-0.0006835432,0.0007527652,-0.0004440683,0.006680276,0.001887195,-0.005825493,-0.1326761,-0.1965744,0.2120347,88.08031,227.5146,173.8978,
9062.112,-0.0007229676,0.0002364415,-0.0005863486,0.005221914,0.004327483,-0.00729683,-0.1326771,-0.1965935,0.2120229,88.09207,227.519,173.8976,
9076.023,-0.000630393,0.0006178914,-0.0003942034,0.007175287,0.0009791097,-0.004727862,-0.1326765,-0.1965747,0.2120221,88.09197,227.6819,174.0675,
9090.153,-0.0007182016,3.579087E-05,5.030872E-05,0.002241722,0.003065177,-0.004943796,-0.1326817,-0.1965928,0.21203,88.09648,227.5832,173.9603,
9104.262,-0.0006489962,0.0004207997,0.0001652147,0.000560864,0.002338754,-0.0006710776,-0.13268,-0.196573,0.2120284,88.09218,227.4766,173.8565,
9117.624,-0.0004306747,0.0002550017,0.0004151879,-0.004154659,0.0009018864,0.002310554,-0.132676,-0.1965758,0.2120283,88.08327,227.2888,173.6642,
